CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalUnits,Country,Cluster,Segment
15346,333,1,252.42000000000002,14.848235294117648,144.0,United Kingdom,2,At-Risk Customers
13645,120,1,252.1,50.42,158.0,United Kingdom,2,At-Risk Customers
13711,219,2,252.06,19.38923076923077,140.0,United Kingdom,2,At-Risk Customers
16976,267,1,251.51999999999998,125.75999999999999,88.0,United Kingdom,2,At-Risk Customers
13512,261,1,251.21,16.747333333333334,143.0,United Kingdom,2,At-Risk Customers
14501,184,2,251.21,25.121000000000002,161.0,United Kingdom,2,At-Risk Customers
17303,361,1,250.04,4.717735849056604,144.0,United Kingdom,2,At-Risk Customers
15510,331,1,250.0,250.0,12.0,United Kingdom,2,At-Risk Customers
17456,365,1,249.86,14.69764705882353,222.0,United Kingdom,2,At-Risk Customers
16124,317,1,249.0,22.636363636363637,48.0,United Kingdom,2,At-Risk Customers
13061,72,1,248.61,24.861,107.0,United Kingdom,2,At-Risk Customers
17111,47,1,248.61,8.287,302.0,United Kingdom,2,At-Risk Customers
18212,326,1,248.42,5.7772093023255815,101.0,United Kingdom,2,At-Risk Customers
16510,372,1,248.1,19.084615384615383,92.0,United Kingdom,2,At-Risk Customers
18072,186,1,247.44,13.746666666666666,288.0,United Kingdom,2,At-Risk Customers
17051,194,1,247.14000000000001,5.747441860465116,184.0,United Kingdom,2,At-Risk Customers
17278,241,1,246.04,16.402666666666665,179.0,United Kingdom,2,At-Risk Customers
16778,74,2,245.94,15.37125,194.0,United Kingdom,2,At-Risk Customers
17771,57,2,245.81,4.552037037037037,287.0,United Kingdom,2,At-Risk Customers
15118,134,1,244.8,244.8,1440.0,United Kingdom,2,At-Risk Customers
16601,41,1,244.79999999999998,7.896774193548387,134.0,United Kingdom,2,At-Risk Customers
17892,56,3,244.1,8.717857142857143,109.0,United Kingdom,2,At-Risk Customers
17925,373,1,244.08,244.08,72.0,United Kingdom,2,At-Risk Customers
13103,40,1,243.94,30.4925,82.0,United Kingdom,2,At-Risk Customers
16793,57,1,243.84,15.24,146.0,United Kingdom,2,At-Risk Customers
18193,165,1,243.76,15.235,124.0,United Kingdom,2,At-Risk Customers
13886,71,1,243.56,15.2225,126.0,United Kingdom,2,At-Risk Customers
17339,94,2,243.36,27.040000000000003,152.0,United Kingdom,2,At-Risk Customers
17908,374,1,243.28,4.19448275862069,173.0,United Kingdom,2,At-Risk Customers
14647,201,1,243.22,8.107333333333333,95.0,United Kingdom,2,At-Risk Customers
16215,81,1,242.35,17.310714285714287,104.0,United Kingdom,2,At-Risk Customers
15776,133,1,241.62,13.423333333333334,138.0,United Kingdom,2,At-Risk Customers
14523,108,1,241.09,20.090833333333332,251.0,United Kingdom,2,At-Risk Customers
16427,263,2,241.06,26.784444444444446,156.0,United Kingdom,2,At-Risk Customers
15598,53,1,240.68,17.19142857142857,160.0,United Kingdom,2,At-Risk Customers
15286,50,1,240.55,80.18333333333334,55.0,United Kingdom,2,At-Risk Customers
17256,107,2,240.0,15.0,141.0,United Kingdom,2,At-Risk Customers
17181,57,2,239.92000000000002,10.431304347826087,241.0,United Kingdom,2,At-Risk Customers
13570,243,1,239.49,8.870000000000001,161.0,United Kingdom,2,At-Risk Customers
17684,44,1,239.41,15.960666666666667,145.0,United Kingdom,2,At-Risk Customers
16756,215,1,239.4,18.415384615384617,106.0,United Kingdom,2,At-Risk Customers
12561,303,1,238.85,14.928125,177.0,Germany,2,At-Risk Customers
12718,71,1,238.25,12.539473684210526,203.0,France,2,At-Risk Customers
17877,170,1,237.61,19.800833333333333,98.0,United Kingdom,2,At-Risk Customers
14586,277,1,237.36,12.49263157894737,444.0,United Kingdom,2,At-Risk Customers
15457,262,1,237.07,4.087413793103448,132.0,United Kingdom,2,At-Risk Customers
12732,180,1,236.26000000000002,19.688333333333336,111.0,France,2,At-Risk Customers
16026,43,1,236.09,7.3778125,243.0,United Kingdom,2,At-Risk Customers
13187,337,1,236.02,6.378918918918919,95.0,United Kingdom,2,At-Risk Customers
15462,94,3,234.6,21.327272727272728,172.0,United Kingdom,2,At-Risk Customers
14473,74,2,234.34000000000003,33.47714285714286,88.0,United Kingdom,2,At-Risk Customers
17060,266,1,234.24,46.848,216.0,United Kingdom,2,At-Risk Customers
16961,116,1,234.17,16.72642857142857,125.0,United Kingdom,2,At-Risk Customers
12736,333,1,234.0,58.5,173.0,France,2,At-Risk Customers
15483,161,4,233.81,3.1284823461475004,295.0,United Kingdom,2,At-Risk Customers
13348,64,1,233.76,16.697142857142858,136.0,United Kingdom,2,At-Risk Customers
16583,374,1,233.45,16.675,111.0,United Kingdom,2,At-Risk Customers
16302,127,1,233.22,21.201818181818183,158.0,United Kingdom,2,At-Risk Customers
13678,152,1,232.6,14.5375,924.0,United Kingdom,2,At-Risk Customers
18213,237,1,232.48000000000002,15.498666666666669,232.0,United Kingdom,2,At-Risk Customers
16117,190,1,232.21,7.740333333333334,130.0,United Kingdom,2,At-Risk Customers
16641,106,1,231.10000000000002,19.258333333333336,256.0,United Kingdom,2,At-Risk Customers
15866,101,1,230.53,5.122888888888889,126.0,United Kingdom,2,At-Risk Customers
13786,367,1,230.39999999999998,32.91428571428571,136.0,United Kingdom,2,At-Risk Customers
16926,371,1,230.25,16.446428571428573,35.0,United Kingdom,2,At-Risk Customers
12812,45,1,229.64000000000001,15.309333333333335,164.0,Japan,2,At-Risk Customers
13474,236,1,229.59,3.58734375,132.0,United Kingdom,2,At-Risk Customers
13008,323,1,229.46999999999997,16.390714285714285,175.0,United Kingdom,2,At-Risk Customers
15528,254,1,229.33,8.820384615384615,123.0,United Kingdom,2,At-Risk Customers
17347,86,1,228.96,228.96,216.0,United Kingdom,2,At-Risk Customers
13712,247,1,228.84,22.884,352.0,United Kingdom,2,At-Risk Customers
13070,192,1,228.8,25.422222222222224,110.0,United Kingdom,2,At-Risk Customers
17969,166,2,228.2,16.3,152.0,United Kingdom,2,At-Risk Customers
16527,81,1,228.06,16.29,106.0,United Kingdom,2,At-Risk Customers
17212,253,1,226.85,56.7125,147.0,United Kingdom,2,At-Risk Customers
17572,71,4,226.75000000000003,18.895833333333336,95.0,United Kingdom,2,At-Risk Customers
16315,331,1,226.37,16.169285714285714,75.0,United Kingdom,2,At-Risk Customers
16777,80,2,226.35,4.527,64.0,United Kingdom,2,At-Risk Customers
16619,264,1,226.21,16.157857142857143,133.0,United Kingdom,2,At-Risk Customers
17789,281,1,225.9,16.135714285714286,74.0,United Kingdom,2,At-Risk Customers
12672,330,1,225.89999999999998,22.589999999999996,78.0,France,2,At-Risk Customers
14624,57,2,225.85,17.373076923076923,162.0,United Kingdom,2,At-Risk Customers
14357,43,1,225.77,5.506585365853659,148.0,United Kingdom,2,At-Risk Customers
12402,323,1,225.6,20.509090909090908,94.0,Belgium,2,At-Risk Customers
16690,72,2,225.57999999999998,18.798333333333332,138.0,United Kingdom,2,At-Risk Customers
16587,232,1,225.15,17.31923076923077,71.0,United Kingdom,2,At-Risk Customers
17171,289,1,224.91,14.056875,185.0,United Kingdom,2,At-Risk Customers
15175,72,1,224.14,9.745217391304347,454.0,United Kingdom,2,At-Risk Customers
16471,275,1,223.95000000000002,17.22692307692308,141.0,United Kingdom,2,At-Risk Customers
16753,58,1,223.92000000000002,6.5858823529411765,189.0,United Kingdom,2,At-Risk Customers
15637,53,1,223.36,14.890666666666668,128.0,United Kingdom,2,At-Risk Customers
17534,54,1,223.36,24.817777777777778,103.0,United Kingdom,2,At-Risk Customers
13382,281,1,222.99,14.866000000000001,131.0,United Kingdom,2,At-Risk Customers
15897,194,2,222.05,9.252083333333333,261.0,United Kingdom,2,At-Risk Customers
14598,44,1,221.97,4.4394,189.0,United Kingdom,2,At-Risk Customers
16392,270,1,221.19,4.915333333333333,203.0,United Kingdom,2,At-Risk Customers
13419,64,1,221.06,13.81625,275.0,United Kingdom,2,At-Risk Customers
18114,290,1,220.1,7.860714285714286,55.0,United Kingdom,2,At-Risk Customers
13600,312,1,219.52,11.553684210526317,324.0,United Kingdom,2,At-Risk Customers
15096,43,1,219.39000000000001,19.944545454545455,120.0,United Kingdom,2,At-Risk Customers
16895,65,1,219.14,3.175942028985507,102.0,United Kingdom,2,At-Risk Customers
13669,51,2,218.55,24.283333333333335,237.0,United Kingdom,2,At-Risk Customers
17619,312,1,218.52,3.1284823461475004,127.0,United Kingdom,2,At-Risk Customers
12574,316,1,218.45,19.85909090909091,61.0,France,2,At-Risk Customers
15724,201,2,218.25,19.84090909090909,73.0,United Kingdom,2,At-Risk Customers
14570,281,2,218.06,7.519310344827586,95.0,United Kingdom,2,At-Risk Customers
16634,223,2,217.9,24.211111111111112,82.0,United Kingdom,2,At-Risk Customers
15554,278,1,217.2,15.514285714285714,74.0,United Kingdom,2,At-Risk Customers
16080,82,2,217.16,21.716,128.0,United Kingdom,2,At-Risk Customers
13503,71,1,216.85,12.755882352941176,248.0,United Kingdom,2,At-Risk Customers
15460,354,1,216.76,3.7372413793103445,109.0,United Kingdom,2,At-Risk Customers
12897,205,2,216.5,54.125,110.0,United Kingdom,2,At-Risk Customers
15604,52,1,216.39,12.728823529411764,159.0,United Kingdom,2,At-Risk Customers
14104,155,2,216.20999999999998,10.295714285714284,72.0,United Kingdom,2,At-Risk Customers
13858,57,1,216.17,19.651818181818182,75.0,United Kingdom,2,At-Risk Customers
16179,61,1,215.83,19.62090909090909,99.0,United Kingdom,2,At-Risk Customers
15052,319,1,215.78,7.192666666666667,82.0,United Kingdom,2,At-Risk Customers
17580,253,3,215.72,4.793777777777778,88.0,United Kingdom,2,At-Risk Customers
14476,257,1,215.7,11.352631578947367,132.0,United Kingdom,2,At-Risk Customers
16190,40,1,215.08,35.84666666666667,88.0,United Kingdom,2,At-Risk Customers
12831,262,1,215.05,23.894444444444446,135.0,United Kingdom,2,At-Risk Customers
12588,39,1,214.89999999999998,21.49,53.0,Finland,2,At-Risk Customers
16338,157,1,214.79999999999998,19.527272727272727,94.0,United Kingdom,2,At-Risk Customers
16846,50,1,214.32,19.483636363636364,135.0,United Kingdom,2,At-Risk Customers
16647,170,2,214.06,15.290000000000001,146.0,United Kingdom,2,At-Risk Customers
13621,117,1,213.85,11.255263157894737,343.0,United Kingdom,2,At-Risk Customers
14241,184,1,213.70000000000002,21.37,146.0,United Kingdom,2,At-Risk Customers
13411,107,1,213.55,11.863888888888889,72.0,United Kingdom,2,At-Risk Customers
16591,69,1,213.5,21.35,41.0,United Kingdom,2,At-Risk Customers
16017,47,1,211.88,6.62125,102.0,United Kingdom,2,At-Risk Customers
16356,198,3,211.77,6.831290322580646,93.0,United Kingdom,2,At-Risk Customers
15703,265,1,211.5,42.3,66.0,United Kingdom,2,At-Risk Customers
12995,85,1,211.32,70.44,108.0,United Kingdom,2,At-Risk Customers
16415,44,1,210.35,3.89537037037037,187.0,United Kingdom,2,At-Risk Customers
17855,373,1,208.97,12.292352941176471,197.0,United Kingdom,2,At-Risk Customers
15327,53,1,208.75,20.875,116.0,United Kingdom,2,At-Risk Customers
17514,128,1,208.65,5.2162500000000005,135.0,United Kingdom,2,At-Risk Customers
16457,218,1,208.36,23.151111111111113,140.0,United Kingdom,2,At-Risk Customers
12547,198,2,207.79999999999998,25.974999999999998,134.0,Spain,2,At-Risk Customers
18191,262,1,207.79999999999998,29.685714285714283,140.0,United Kingdom,2,At-Risk Customers
16866,141,3,207.73999999999998,18.885454545454543,60.0,United Kingdom,2,At-Risk Customers
16323,196,1,207.50000000000003,207.50000000000003,50.0,United Kingdom,2,At-Risk Customers
17923,282,1,207.50000000000003,207.50000000000003,50.0,United Kingdom,2,At-Risk Customers
16752,373,1,207.5,23.055555555555557,54.0,United Kingdom,2,At-Risk Customers
13099,99,1,207.35999999999999,207.35999999999999,288.0,United Kingdom,2,At-Risk Customers
15925,194,1,207.15,17.2625,93.0,United Kingdom,2,At-Risk Customers
15820,320,1,206.98,12.175294117647057,128.0,United Kingdom,2,At-Risk Customers
18126,61,1,206.82999999999998,3.693392857142857,144.0,United Kingdom,2,At-Risk Customers
14964,247,1,206.21,15.862307692307693,143.0,United Kingdom,2,At-Risk Customers
13065,373,1,205.86,14.704285714285716,74.0,United Kingdom,2,At-Risk Customers
17670,228,1,205.7,18.7,110.0,United Kingdom,2,At-Risk Customers
17843,303,1,205.48,5.553513513513513,113.0,United Kingdom,2,At-Risk Customers
15307,96,1,205.3,17.108333333333334,37.0,United Kingdom,2,At-Risk Customers
13513,127,1,205.1,20.509999999999998,109.0,United Kingdom,2,At-Risk Customers
15319,284,1,204.5,12.78125,175.0,United Kingdom,2,At-Risk Customers
17206,53,1,204.24,29.177142857142858,76.0,United Kingdom,2,At-Risk Customers
17187,227,1,203.95,20.395,144.0,United Kingdom,2,At-Risk Customers
17889,212,2,203.87,9.708095238095238,79.0,United Kingdom,2,At-Risk Customers
17394,219,1,203.86999999999998,50.967499999999994,241.0,United Kingdom,2,At-Risk Customers
17891,162,1,203.85999999999999,5.995882352941176,393.0,United Kingdom,2,At-Risk Customers
17376,71,2,203.2,8.466666666666667,86.0,United Kingdom,2,At-Risk Customers
15723,365,1,203.1,4.953658536585365,87.0,United Kingdom,2,At-Risk Customers
14381,52,1,202.68,3.619285714285714,146.0,United Kingdom,2,At-Risk Customers
18169,61,1,202.65,22.516666666666666,61.0,United Kingdom,2,At-Risk Customers
15347,366,1,201.60000000000002,40.32000000000001,130.0,United Kingdom,2,At-Risk Customers
13295,360,1,201.20000000000002,20.12,82.0,United Kingdom,2,At-Risk Customers
13284,331,1,201.19,15.476153846153846,91.0,United Kingdom,2,At-Risk Customers
16965,227,1,201.19,7.738076923076923,291.0,United Kingdom,2,At-Risk Customers
13859,326,1,201.16,7.184285714285714,129.0,United Kingdom,2,At-Risk Customers
17693,137,1,200.47,12.529375,231.0,United Kingdom,2,At-Risk Customers
13262,263,1,200.29,18.208181818181817,125.0,United Kingdom,2,At-Risk Customers
15437,262,1,200.16,4.4479999999999995,79.0,United Kingdom,2,At-Risk Customers
13980,60,1,200.14,18.19454545454545,172.0,United Kingdom,2,At-Risk Customers
14782,320,1,200.10000000000002,33.35,114.0,United Kingdom,2,At-Risk Customers
13723,217,1,199.85000000000002,33.30833333333334,43.0,United Kingdom,2,At-Risk Customers
15593,71,1,199.8,39.96,60.0,United Kingdom,2,At-Risk Customers
16832,184,3,199.15,16.595833333333335,33.0,United Kingdom,2,At-Risk Customers
17987,185,1,198.57,15.274615384615384,261.0,United Kingdom,2,At-Risk Customers
16178,138,1,197.9,24.7375,94.0,United Kingdom,2,At-Risk Customers
12450,156,2,197.88,24.735,128.0,Spain,2,At-Risk Customers
12581,40,1,197.71,13.180666666666667,161.0,Germany,2,At-Risk Customers
14185,331,1,197.65,65.88333333333334,12.0,United Kingdom,2,At-Risk Customers
16829,157,1,197.22,17.92909090909091,99.0,United Kingdom,2,At-Risk Customers
14830,53,1,197.13,4.92825,169.0,United Kingdom,2,At-Risk Customers
15234,277,1,197.0,14.071428571428571,196.0,United Kingdom,2,At-Risk Customers
15746,134,1,196.88,7.031428571428571,178.0,United Kingdom,2,At-Risk Customers
17660,141,1,196.0,4.355555555555555,130.0,United Kingdom,2,At-Risk Customers
16112,143,4,195.73999999999998,12.233749999999999,574.0,United Kingdom,2,At-Risk Customers
13792,66,2,195.55,15.042307692307693,92.0,United Kingdom,2,At-Risk Customers
14100,138,1,194.9,7.496153846153846,64.0,United Kingdom,2,At-Risk Customers
17475,79,1,194.37,13.883571428571429,178.0,United Kingdom,2,At-Risk Customers
15683,117,1,193.75,19.375,131.0,United Kingdom,2,At-Risk Customers
15198,92,2,193.64,19.363999999999997,120.0,United Kingdom,2,At-Risk Customers
17343,355,1,193.64,11.390588235294118,56.0,United Kingdom,2,At-Risk Customers
16847,43,1,193.44,16.12,78.0,United Kingdom,2,At-Risk Customers
14806,75,1,193.39000000000001,17.580909090909092,330.0,United Kingdom,2,At-Risk Customers
14801,61,1,193.14,3.273559322033898,175.0,United Kingdom,2,At-Risk Customers
13568,173,1,192.85,4.382954545454545,70.0,United Kingdom,2,At-Risk Customers
12791,374,1,192.60000000000002,96.30000000000001,97.0,Netherlands,2,At-Risk Customers
15909,174,1,191.94,27.419999999999998,98.0,United Kingdom,2,At-Risk Customers
13033,357,1,190.55,17.322727272727274,83.0,United Kingdom,2,At-Risk Customers
15412,171,1,190.53,19.053,108.0,United Kingdom,2,At-Risk Customers
13972,71,2,190.25,12.683333333333334,187.0,United Kingdom,2,At-Risk Customers
12361,287,1,189.9,18.990000000000002,91.0,Belgium,2,At-Risk Customers
13826,176,1,189.5,18.95,82.0,United Kingdom,2,At-Risk Customers
13663,179,1,189.47,14.574615384615385,91.0,United Kingdom,2,At-Risk Customers
18045,45,1,189.4,4.029787234042553,142.0,United Kingdom,2,At-Risk Customers
16448,198,1,188.89000000000001,9.444500000000001,78.0,United Kingdom,2,At-Risk Customers
14697,218,2,188.60999999999999,8.573181818181817,181.0,United Kingdom,2,At-Risk Customers
17781,159,2,188.02,15.668333333333335,34.0,United Kingdom,2,At-Risk Customers
14722,147,1,187.92000000000002,6.48,120.0,United Kingdom,2,At-Risk Customers
17279,58,1,187.82999999999998,20.869999999999997,48.0,United Kingdom,2,At-Risk Customers
18013,155,2,187.29,6.041612903225806,285.0,United Kingdom,2,At-Risk Customers
17440,157,3,186.42000000000002,37.284000000000006,246.0,United Kingdom,2,At-Risk Customers
13672,301,2,186.39000000000001,31.065,57.0,United Kingdom,2,At-Risk Customers
12641,115,1,185.9,18.59,72.0,Sweden,2,At-Risk Customers
17574,243,1,185.65,23.20625,77.0,United Kingdom,2,At-Risk Customers
14199,218,1,185.39999999999998,92.69999999999999,28.0,United Kingdom,2,At-Risk Customers
16097,240,1,185.04999999999998,18.505,87.0,United Kingdom,2,At-Risk Customers
13482,232,1,184.64,16.785454545454545,116.0,United Kingdom,2,At-Risk Customers
14326,242,1,183.85,22.98125,103.0,United Kingdom,2,At-Risk Customers
16680,43,1,183.7,18.369999999999997,94.0,United Kingdom,2,At-Risk Customers
14059,267,1,183.6,22.95,128.0,United Kingdom,2,At-Risk Customers
13059,250,1,183.4,22.925,35.0,United Kingdom,2,At-Risk Customers
14082,365,1,182.25,6.2844827586206895,110.0,United Kingdom,2,At-Risk Customers
18119,368,1,181.12,6.037333333333334,125.0,United Kingdom,2,At-Risk Customers
15886,60,1,181.09,15.090833333333334,147.0,United Kingdom,2,At-Risk Customers
16594,75,1,181.09,3.416792452830189,64.0,United Kingdom,2,At-Risk Customers
15945,365,1,181.0,90.5,52.0,United Kingdom,2,At-Risk Customers
15292,201,1,180.94,7.2376,56.0,United Kingdom,2,At-Risk Customers
16835,128,2,180.85,18.085,61.0,United Kingdom,2,At-Risk Customers
18280,278,1,180.60000000000002,18.060000000000002,45.0,United Kingdom,2,At-Risk Customers
15041,170,1,180.35,3.1284823461475004,104.0,United Kingdom,2,At-Risk Customers
13598,47,1,180.17000000000002,4.504250000000001,58.0,United Kingdom,2,At-Risk Customers
12622,232,1,180.1,16.37272727272727,69.0,Germany,2,At-Risk Customers
18147,46,2,179.33999999999997,25.619999999999997,203.0,United Kingdom,2,At-Risk Customers
15895,150,1,179.17,16.288181818181815,94.0,United Kingdom,2,At-Risk Customers
15454,362,1,179.1,7.164,86.0,United Kingdom,2,At-Risk Customers
14705,199,1,179.0,179.0,100.0,United Kingdom,2,At-Risk Customers
16990,219,1,179.0,179.0,100.0,United Kingdom,2,At-Risk Customers
15139,240,2,178.96,13.766153846153847,208.0,United Kingdom,2,At-Risk Customers
15262,324,1,178.95000000000002,17.895000000000003,73.0,United Kingdom,2,At-Risk Customers
13778,103,1,178.7,19.855555555555554,70.0,United Kingdom,2,At-Risk Customers
17879,174,1,178.51999999999998,29.75333333333333,45.0,United Kingdom,2,At-Risk Customers
17356,312,1,178.22,9.38,166.0,United Kingdom,2,At-Risk Customers
16403,312,1,177.5,17.75,114.0,United Kingdom,2,At-Risk Customers
13618,174,1,177.34,13.641538461538461,246.0,United Kingdom,2,At-Risk Customers
13072,267,1,177.15,25.307142857142857,69.0,United Kingdom,2,At-Risk Customers
12923,64,1,176.97,6.102413793103448,69.0,United Kingdom,2,At-Risk Customers
17947,37,1,176.68,19.63111111111111,168.0,United Kingdom,2,At-Risk Customers
12509,284,1,176.5,25.214285714285715,55.0,France,2,At-Risk Customers
17582,236,1,175.27,6.043793103448277,123.0,United Kingdom,2,At-Risk Customers
16144,247,1,175.2,175.2,16.0,United Kingdom,2,At-Risk Customers
17331,124,1,175.2,175.2,16.0,United Kingdom,2,At-Risk Customers
18010,257,1,174.8,12.485714285714286,60.0,United Kingdom,2,At-Risk Customers
14355,366,1,174.4,15.854545454545455,92.0,United Kingdom,2,At-Risk Customers
14518,64,1,174.37,10.898125,278.0,United Kingdom,2,At-Risk Customers
15335,54,1,173.97,4.8325,80.0,United Kingdom,2,At-Risk Customers
18278,74,1,173.9,19.322222222222223,66.0,United Kingdom,2,At-Risk Customers
16861,60,2,173.76,28.959999999999997,140.0,United Kingdom,2,At-Risk Customers
14798,53,3,173.74,14.478333333333333,150.0,United Kingdom,2,At-Risk Customers
16565,364,1,173.7,57.9,46.0,United Kingdom,2,At-Risk Customers
12441,367,1,173.55,15.77727272727273,121.0,France,2,At-Risk Customers
15565,50,2,173.16,21.645,60.0,United Kingdom,2,At-Risk Customers
15670,297,1,173.05,14.420833333333334,91.0,United Kingdom,2,At-Risk Customers
14693,265,1,172.9,21.6125,34.0,United Kingdom,2,At-Risk Customers
18048,203,2,172.29000000000002,24.612857142857145,127.0,United Kingdom,2,At-Risk Customers
13690,59,1,172.25,19.13888888888889,67.0,United Kingdom,2,At-Risk Customers
13922,352,1,172.25,24.607142857142858,93.0,United Kingdom,2,At-Risk Customers
14536,260,1,171.8,9.042105263157895,40.0,United Kingdom,2,At-Risk Customers
16773,57,1,171.59,6.599615384615385,171.0,United Kingdom,2,At-Risk Customers
17245,205,1,171.45,19.049999999999997,75.0,United Kingdom,2,At-Risk Customers
17542,270,1,170.75,6.83,134.0,United Kingdom,2,At-Risk Customers
15016,173,1,170.04,8.501999999999999,76.0,United Kingdom,2,At-Risk Customers
16921,61,1,169.79,3.1284823461475004,171.0,United Kingdom,2,At-Risk Customers
14218,43,1,169.48000000000002,14.123333333333335,160.0,United Kingdom,2,At-Risk Customers
18004,362,1,169.47,4.23675,78.0,United Kingdom,2,At-Risk Customers
18269,366,1,168.6,24.085714285714285,76.0,United Kingdom,2,At-Risk Customers
17367,238,1,168.4,4.952941176470588,150.0,United Kingdom,2,At-Risk Customers
15888,81,1,168.31,14.025833333333333,76.0,United Kingdom,2,At-Risk Customers
18099,127,1,168.31,8.858421052631579,149.0,United Kingdom,2,At-Risk Customers
16282,340,1,168.3,15.3,114.0,United Kingdom,2,At-Risk Customers
12551,358,1,168.0,16.8,100.0,Spain,2,At-Risk Customers
15374,129,1,168.0,56.0,126.0,United Kingdom,2,At-Risk Customers
18088,61,1,167.67000000000002,4.299230769230769,109.0,United Kingdom,2,At-Risk Customers
16952,109,2,167.61,10.475625,92.0,United Kingdom,2,At-Risk Customers
15920,154,4,167.5,3.1284823461475004,99.0,United Kingdom,2,At-Risk Customers
16405,302,2,167.25,33.45,187.0,United Kingdom,2,At-Risk Customers
14295,40,1,166.20000000000002,33.24,84.0,United Kingdom,2,At-Risk Customers
12817,281,1,166.04,41.51,53.0,Austria,2,At-Risk Customers
14485,39,1,165.75,3.526595744680851,71.0,United Kingdom,2,At-Risk Customers
14552,152,1,165.07,3.1284823461475004,91.0,United Kingdom,2,At-Risk Customers
18042,54,1,165.04999999999998,23.578571428571426,33.0,United Kingdom,2,At-Risk Customers
13470,99,2,165.0,16.5,100.0,United Kingdom,2,At-Risk Customers
15316,327,1,165.0,165.0,100.0,United Kingdom,2,At-Risk Customers
17535,280,1,164.4,12.646153846153847,136.0,United Kingdom,2,At-Risk Customers
18200,106,1,163.8,5.11875,111.0,United Kingdom,2,At-Risk Customers
17110,165,1,163.29999999999998,13.608333333333333,50.0,United Kingdom,2,At-Risk Customers
13223,200,2,163.20000000000002,32.64,88.0,United Kingdom,2,At-Risk Customers
15167,321,1,163.0,3.975609756097561,67.0,United Kingdom,2,At-Risk Customers
16517,277,1,162.7,9.570588235294117,96.0,United Kingdom,2,At-Risk Customers
15733,283,1,162.3,16.23,62.0,United Kingdom,2,At-Risk Customers
15325,104,1,162.29,3.3120408163265305,232.0,United Kingdom,2,At-Risk Customers
16932,53,1,161.94,3.1284823461475004,87.0,United Kingdom,2,At-Risk Customers
16113,183,1,161.38,5.379333333333333,176.0,United Kingdom,2,At-Risk Customers
14089,57,1,161.0,11.5,134.0,United Kingdom,2,At-Risk Customers
14237,373,1,161.0,17.88888888888889,38.0,United Kingdom,2,At-Risk Customers
13229,226,1,160.95,16.095,63.0,United Kingdom,2,At-Risk Customers
15852,187,2,160.71,7.305000000000001,48.0,United Kingdom,2,At-Risk Customers
17344,46,1,160.57,5.0178125,66.0,United Kingdom,2,At-Risk Customers
12573,227,1,160.54000000000002,5.733571428571429,84.0,France,2,At-Risk Customers
18203,157,1,160.42000000000002,8.443157894736842,43.0,United Kingdom,2,At-Risk Customers
18146,141,2,160.35000000000002,16.035000000000004,153.0,United Kingdom,2,At-Risk Customers
13420,150,2,159.85,19.98125,101.0,United Kingdom,2,At-Risk Customers
16213,79,1,159.0,26.5,48.0,United Kingdom,2,At-Risk Customers
18224,264,1,158.95000000000002,15.895000000000001,69.0,United Kingdom,2,At-Risk Customers
13937,169,1,158.85,17.65,123.0,United Kingdom,2,At-Risk Customers
17165,284,1,158.68,15.868,100.0,United Kingdom,2,At-Risk Customers
15160,357,1,158.16,39.54,84.0,United Kingdom,2,At-Risk Customers
15348,72,1,158.04,17.56,84.0,United Kingdom,2,At-Risk Customers
17556,206,1,157.9,26.316666666666666,101.0,United Kingdom,2,At-Risk Customers
14799,51,1,157.7,12.13076923076923,146.0,United Kingdom,2,At-Risk Customers
14148,234,1,157.2,52.4,16.0,United Kingdom,2,At-Risk Customers
17128,335,1,157.09,11.220714285714285,76.0,United Kingdom,2,At-Risk Customers
14585,50,1,157.05,5.415517241379311,91.0,United Kingdom,2,At-Risk Customers
17118,318,1,157.02,15.702000000000002,154.0,United Kingdom,2,At-Risk Customers
15007,159,1,156.91,13.075833333333334,69.0,United Kingdom,2,At-Risk Customers
14406,119,1,156.75,19.59375,77.0,United Kingdom,2,At-Risk Customers
15438,131,1,156.57999999999998,6.263199999999999,59.0,United Kingdom,2,At-Risk Customers
15263,107,1,156.51,13.042499999999999,89.0,United Kingdom,2,At-Risk Customers
13898,326,1,155.93,12.994166666666667,133.0,United Kingdom,2,At-Risk Customers
17871,205,1,155.9,15.59,182.0,United Kingdom,2,At-Risk Customers
17899,159,1,155.8,4.86875,171.0,United Kingdom,2,At-Risk Customers
14813,370,2,155.43,5.181,67.0,United Kingdom,2,At-Risk Customers
17832,50,1,155.37,3.1284823461475004,208.0,United Kingdom,2,At-Risk Customers
12738,372,1,155.35,14.122727272727273,148.0,Germany,2,At-Risk Customers
15447,331,1,155.17,17.24111111111111,85.0,United Kingdom,2,At-Risk Customers
13809,305,1,155.05,12.920833333333334,29.0,Cyprus,2,At-Risk Customers
14368,320,1,155.0,19.375,36.0,United Kingdom,2,At-Risk Customers
14046,284,1,154.99,11.070714285714287,460.0,United Kingdom,2,At-Risk Customers
17698,261,1,154.95,19.36875,93.0,United Kingdom,2,At-Risk Customers
15740,49,1,154.88,17.20888888888889,152.0,United Kingdom,2,At-Risk Customers
17026,185,2,154.82999999999998,38.707499999999996,97.0,United Kingdom,2,At-Risk Customers
15226,311,1,154.41,19.30125,71.0,United Kingdom,2,At-Risk Customers
17517,309,1,153.94,13.994545454545454,102.0,United Kingdom,2,At-Risk Customers
